time,equity
1502942400,10000.000000
1503374340,9900.500000
1503374400,10303.041016
1503374460,10303.041016
1503374520,10303.041016
1503374580,10303.041016
1503374640,10303.041016
1503374700,10303.041016
1503374760,10408.577148
1503374820,10320.542969
1503374880,10320.542969
1503374940,10320.542969
1503375000,10320.542969
1503375060,10320.542969
1503375120,10312.317383
1503375180,9964.207031
1503375240,10335.593750
1503375300,10335.593750
1503375360,10335.593750
1503375420,10335.593750
1503375480,10408.577148
1503375540,10408.577148
1503375600,10408.577148
1503375660,10408.577148
1503375720,10302.691406
1503375780,10302.691406
1503375840,10291.665039
1503375900,10302.691406
1503375960,10302.691406
1503376020,10302.691406
1503376080,10280.638672
1503376140,10302.691406
1503376200,10302.691406
1503376260,10302.691406
1503376320,10250.535156
1503376380,10229.007812
1503376440,10229.007812
1503376500,10229.007812
1503376560,10229.007812
1503376620,10302.340820
1503376680,10302.340820
1503376740,10302.340820
1503376800,10302.340820
1503376860,10271.538086
1503376920,10271.538086
1503376980,10271.538086
1503377040,10271.538086
1503377100,10271.538086
1503377160,10250.535156
1503377220,10250.535156
1503377280,10250.535156
1503377340,10250.535156
1503377400,10250.535156
1503377460,10202.931641
1503377520,10250.361328
1503377580,10250.361328
1503377640,10250.361328
1503377700,10250.361328
1503377760,10157.777344
1503377820,10123.297852
1503377880,10023.012695
1503377940,10023.012695
1503378000,10023.012695
1503378060,10023.012695
1503378120,10023.012695
1503378180,10023.012695
1503378240,10022.837891
1503378300,9978.557617
1503378360,9975.757812
1503378420,9968.232422
1503378480,9968.232422
1503378540,10075.517578
1503378600,10075.517578
1503378660,10075.517578
1503378720,10075.517578
1503378780,10075.517578
1503378840,10075.517578
1503378900,10075.517578
1503378960,10075.517578
1503379020,9961.755859
1503379080,10075.342773
1503379140,10075.342773
1503379200,10075.342773
1503379260,10075.342773
1503379320,10075.342773
1503379380,10075.342773
1503379440,10303.041016
1503379500,10303.041016
1503379560,10303.041016
1503379620,10303.041016
1503379680,10303.041016
1503379740,10303.041016
1503379800,10303.041016
1503379860,10303.041016
1503379920,10303.041016
1503379980,10303.041016
1503380040,10261.210938
1503380100,10261.210938
1503380160,10261.210938
1503380220,9921.501953
1503380280,9921.501953
1503380340,9921.501953
1503380400,9899.800781
1503380460,9899.800781
1503380520,9899.800781
1503380580,9899.800781
1503380640,9899.800781
1503380700,9899.800781
1503380760,9899.800781
1503380820,9899.800781
1503380880,9899.800781
1503380940,9899.800781
1503381000,9899.800781
1503381060,9899.800781
1503381120,9899.800781
1503381180,9899.800781
1503381240,9899.800781
1503381300,9899.800781
1503381360,9899.800781
1503381420,9899.800781
1503381480,9899.800781
1503381540,9899.800781
1503381600,9899.800781
1503381660,9899.800781
1503381720,9899.800781
1503381780,9899.800781
1503381840,9899.800781
1503381900,9899.800781
1503381960,9899.800781
1503382020,9899.800781
1503382080,9899.800781
1503382140,10302.865234
1504510080,10200.351562
1504510140,10525.697266
1504510200,10525.697266
1504510260,10387.998047
1504510320,9925.716797
1504510380,9908.630859
1504510440,10289.459961
1504510500,9908.276367
1504510560,10608.054688
1504510620,9560.687500
1504510680,10572.695312
1504510740,10565.622070
1504510800,10564.916016
1504510860,10537.334961
1504510920,10605.933594
1504510980,10077.653320
1504511040,10605.933594
1504511100,10573.048828
1504511160,10113.012695
1504511220,10114.073242
1504511280,10594.264648
1504511340,10590.729492
1504511400,10431.253906
1504511460,10113.012695
1504511520,10605.933594
1504511580,10119.730469
1504511640,10119.730469
1504511700,10287.692383
1504511760,10605.580078
1504511820,10605.580078
1504511880,10361.594727
1504511940,9724.404297
1504512000,10361.594727
1504512060,10361.594727
1504512120,9727.586914
1504512180,9547.250000
1504512240,9582.610352
1504512300,9724.050781
1504512360,9794.771484
1504512420,9900.851562
1504512480,10209.899414
1504512540,9731.123047
1504512600,10077.653320
1504512660,10608.054688
1504512720,10254.454102
1504512780,10081.541016
1504512840,10113.012695
1504512900,10148.726562
1504512960,10157.919922
1504513020,10113.012695
1504513080,10113.366211
1504513140,10113.012695
1504513200,9738.195312
1504513260,9738.195312
1504513320,9762.947266
1504513380,9795.125000
1504513440,10182.671875
1504513500,10145.897461
1504513560,10145.897461
1504513620,10145.897461
1504513680,9832.606445
1504513740,9759.410156
1504513800,9551.139648
1504513860,9900.851562
1504513920,9900.851562
1504513980,9580.488281
1504514040,9900.498047
1504514100,9617.969727
1504514160,9581.548828
1504514220,9581.548828
1504514280,9582.963867
1504514340,10076.237305
1504514400,10608.054688
1504514460,10076.591797
1504514520,10076.591797
1504514580,10076.591797
1504514640,10078.359375
1504514700,10606.640625
1504514760,10325.528320
1504514820,10325.880859
1504514880,10395.894531
1504514940,10395.894531
1504515000,10396.955078
1504515060,10432.315430
1504515120,10432.315430
1504515180,10432.668945
1504515240,10362.301758
1504515300,10076.591797
1504515360,10076.591797
1504515420,10076.591797
1504515480,10691.859375
1504515540,10691.859375
1504515600,10341.439453
1504515660,10341.439453
1504515720,10677.361328
1504515780,10673.471680
1504515840,10673.471680
1504515900,10468.735352
1504515960,10608.054688
1504516020,10609.470703
1504516080,10609.470703
1504516140,10609.470703
1504516200,10673.471680
1504516260,10784.856445
1504516320,9982.887695
1504516380,9982.887695
1504516440,10487.831055
1504516500,10643.416016
1504516560,10575.170898
1504516620,10590.729492
1504516680,10534.859375
1504516740,10779.552734
1504516800,10784.856445
1504516860,10784.856445
1504516920,10652.962891
1504516980,10652.962891
1504517040,10654.731445
1504517100,10654.731445
1504517160,10654.731445
1504517220,10155.797852
1504517280,10620.431641
1504517340,10608.054688
1504517400,10608.054688
1504517460,10784.856445
1504517520,10854.515625
1504517580,10784.856445
1504517640,10785.209961
1504517700,10855.576172
1504517760,10855.576172
1504517820,10855.576172
1504517880,10890.936523
1504517940,10926.296875
1504518000,10926.296875
1504518060,10820.216797
1504518120,10820.216797
1504518180,10820.216797
1504518240,10820.216797
1504518300,10922.760742
1504518360,10917.810547
1504518420,10895.887695
1504518480,10895.534180
1504518540,10895.534180
1504518600,10960.243164
1504518660,10960.243164
1504518720,11076.577148
1504518780,11112.644531
1504518840,11047.936523
1504518900,11047.936523
1504518960,10939.379883
1504519020,10939.379883
1504519080,10939.379883
1504519140,10965.546875
1504519200,10965.546875
1504519260,10968.729492
1504519320,10969.791016
1504519380,10969.791016
1504519440,11112.644531
1504519500,10899.777344
1504519560,10901.898438
1504519620,10895.534180
1504519680,10895.534180
1504519740,10895.534180
1504519800,10905.789062
1504519860,11022.476562
1504519920,10926.296875
1504519980,10789.453125
1504520040,10789.806641
1504520100,10994.541992
1504520160,10894.473633
1504520220,10995.956055
1504520280,10894.473633
1504520340,10894.473633
1504520400,10894.473633
1504520460,10894.473633
1504520520,10894.473633
1504520580,11045.106445
1504520640,11046.875000
1504520700,11046.875000
1504520760,11046.875000
1504520820,10986.410156
1504520880,11004.089844
1504520940,11087.185547
